device_ip,port_number,protocol_used,packets_received,packets_forwarded,unusual_login_attempts,resources_shared,device_type,cpu_usage,memory_usage,storage_usage,device_uptime,os_version,connection_status,latency,error_rate,bandwidth_usage,data_transferred,security_level,vpn_status,firmware_version,last_maintenance_date,label,attack_type
192.168.2.173,45517,HTTPS,8984,960,9,49,mobile,34.88195523,81.95094463,91.28365164,40595,Windows 10,inactive,156.9500507,1.76197602,573.0499319,4876.0684,low,enabled,v3.1.7,12/5/2021,0,None
192.168.3.208,11730,UDP,8492,1803,8,23,PC,50.13792127,31.95653716,27.22491329,50173,Windows 10,sleeping,346.9473299,2.788097525,437.2320366,9547.463065,low,enabled,v10.2.6,1/10/2023,0,None
192.168.3.180,4890,FTP,6552,790,10,34,mobile,37.45220316,14.46242856,87.41017597,82090,Android,inactive,229.8670345,1.07573312,668.4208698,1269.323473,high,enabled,v1.4.8,12/2/2021,0,None
192.168.3.147,24928,FTP,8874,1257,8,38,PC,26.57298182,14.3286382,69.47096572,57873,Windows 10,sleeping,308.7685209,1.579999817,835.5899093,2036.216635,low,disabled,v2.7.1,5/6/2020,1,DDOS
192.168.1.184,44636,FTP,7425,3056,3,44,IOT device,80.7966082,64.54887192,30.29767087,40566,Windows 10,inactive,330.1174287,2.032581512,90.99431267,8817.995117,medium,enabled,v7.0.3,3/21/2023,0,None
192.168.3.241,30610,HTTP,3231,3412,3,46,IOT device,20.30771083,30.29147355,59.09452314,1816,Linux,active,428.0844004,3.66113915,895.4463652,5738.331612,medium,enabled,v7.3.0,1/14/2023,0,None
192.168.3.211,51728,HTTP,4034,4484,5,31,IOT device,87.37729061,17.24879781,16.24824413,65172,Windows 10,inactive,13.95235664,1.508774419,554.2654075,130.8266023,high,enabled,v10.7.3,9/13/2021,0,None
192.168.2.51,45775,FTP,6333,1645,0,50,IOT device,20.62411705,29.34805275,86.7605144,16141,macOS,active,105.7439143,1.798270072,356.3031232,8964.310271,low,enabled,v10.2.9,2/6/2019,0,None
192.168.2.53,45124,HTTPS,8994,2745,8,41,PC,94.56982349,75.47206172,56.89056921,94982,Android,sleeping,298.1946417,2.301453437,512.5298224,2408.876871,medium,disabled,v1.7.0,10/24/2020,0,None
192.168.2.95,36223,HTTP,7618,2351,6,35,mobile,97.45178477,64.09954719,92.41258251,24384,Android,active,407.6982272,0.791966726,642.7533103,1890.469652,low,disabled,v1.3.0,1/9/2020,0,None
192.168.2.20,33027,UDP,9761,1295,4,18,mobile,43.77877907,45.24017163,63.81459099,17634,Windows 10,sleeping,477.6258095,1.98659861,759.6290058,6667.187734,high,disabled,v4.0.5,12/19/2022,1,DDOS
192.168.2.201,24275,SMTP,4609,875,3,50,mobile,64.19366201,89.37761613,6.467456928,87902,iOS,sleeping,222.5137723,3.995928867,60.78827516,701.5406517,medium,enabled,v6.7.7,10/12/2020,0,None
192.168.1.26,35319,HTTPS,4451,86,4,27,mobile,73.3909916,95.88772463,44.77802404,66413,iOS,inactive,84.49182781,4.709347009,564.3623646,1041.053836,medium,enabled,v6.4.5,5/14/2021,0,None
192.168.2.28,28647,FTP,1546,1368,4,14,PC,40.86480693,74.24918686,20.30579265,63279,iOS,sleeping,62.3956101,1.770094626,678.9639763,5931.159006,high,disabled,v8.2.2,1/9/2023,0,None
192.168.2.112,15348,HTTP,2155,2499,6,8,PC,83.51437036,18.19672539,6.436453419,42497,Windows 10,sleeping,414.2389635,1.780950819,997.82718,9804.030383,medium,enabled,v4.5.0,9/22/2021,1,Brute Force
192.168.2.156,58154,TCP,1463,618,6,30,mobile,55.09580531,11.30387343,20.60641823,41176,Linux,active,104.0364656,4.449760732,610.4825898,3858.472222,high,disabled,v3.5.5,7/16/2022,0,None
192.168.3.48,38166,FTP,6628,2794,5,41,IOT device,98.87875589,26.46360037,72.83939488,65005,iOS,active,473.2784416,0.578237983,606.4586973,8590.340435,low,enabled,v1.9.8,11/16/2023,0,None
192.168.2.246,15812,FTP,1008,3297,0,32,IOT device,52.60423186,18.79894148,86.19499155,62908,macOS,sleeping,230.7172705,2.320921498,846.9357345,6442.453883,medium,enabled,v5.2.2,10/24/2023,0,None
192.168.2.146,55478,HTTP,9923,162,5,37,mobile,87.22621255,30.88625839,71.66233113,54716,Android,sleeping,174.1776336,4.781250885,70.74087034,9583.974094,medium,disabled,v4.1.8,3/9/2022,0,None
192.168.2.203,26766,SMTP,288,4489,9,50,PC,26.90360152,44.89591952,28.1904736,26594,iOS,inactive,2.013724551,0.001804943,558.6929046,4595.562804,high,disabled,v10.3.7,8/16/2021,0,None
192.168.2.209,23540,HTTP,8714,2467,10,4,mobile,55.63321626,11.41773725,90.79827156,91231,Android,active,305.187908,4.175978472,52.5959334,7815.891383,low,enabled,v5.2.5,8/28/2020,0,None
192.168.3.222,26733,HTTPS,4024,799,9,26,IOT device,44.98969463,72.98037524,71.59938297,81165,macOS,sleeping,158.1160755,4.865735202,406.221277,7418.870188,low,disabled,v9.0.2,12/15/2021,0,None
192.168.3.40,43554,FTP,7057,4061,4,33,PC,93.30300125,54.26443434,61.73853031,71085,Linux,active,290.3039944,1.241859198,267.5350827,3946.950265,low,enabled,v5.6.1,5/16/2020,0,None
192.168.3.242,31118,HTTPS,7936,345,10,15,IOT device,0.70164278,45.83892928,5.435370358,88918,Linux,sleeping,200.0881349,1.682499471,722.4813916,5592.930954,low,enabled,v9.5.9,3/13/2023,0,None
192.168.1.25,25845,TCP,514,2580,2,32,mobile,42.5213065,23.9098996,91.27240571,25059,iOS,inactive,210.8902458,1.780266262,146.160989,3705.496554,medium,enabled,v4.4.9,1/15/2019,1,Malware Infection
192.168.2.160,46739,UDP,2245,1977,10,33,PC,98.48930488,25.67015428,6.243497915,72034,macOS,sleeping,96.13265882,0.141050052,757.7464404,9974.341528,medium,disabled,v10.3.5,4/10/2023,0,None
192.168.3.181,59343,SMTP,4420,3153,4,36,IOT device,40.82220861,99.15672653,53.37142792,8151,Windows 10,active,71.17062104,2.229833675,229.3209601,6266.138264,low,enabled,v10.5.1,11/1/2023,0,None
192.168.2.244,32182,UDP,9762,733,5,17,PC,65.45222519,4.408039321,52.31315104,90641,Android,inactive,280.9321702,1.185954692,557.8864023,1402.337957,medium,enabled,v3.5.6,9/23/2023,0,None
192.168.1.202,65278,SMTP,7276,1044,8,47,PC,36.90678217,91.6356454,28.48796601,88073,iOS,active,394.2940238,1.471773773,39.14795137,7662.224732,medium,disabled,v7.3.2,4/10/2021,1,Brute Force
192.168.3.197,21121,UDP,7067,4539,7,32,IOT device,19.80909248,48.38638711,13.50054114,59925,iOS,active,385.4142654,4.918580332,374.5729693,6956.009751,medium,disabled,v8.2.0,10/20/2020,0,None
192.168.1.79,58254,TCP,7510,4294,4,28,PC,72.40119101,54.48490793,12.64780009,9580,Linux,sleeping,183.1081363,4.143819281,578.9867667,9728.285007,medium,enabled,v10.0.0,9/9/2020,0,None
192.168.2.58,45301,FTP,1577,4173,5,33,IOT device,26.83259078,45.37868621,25.15254615,24144,Linux,active,103.4235273,0.592350541,822.839854,6569.063528,low,enabled,v9.5.0,7/28/2019,0,None
192.168.3.100,20230,TCP,175,4682,1,4,mobile,76.36228762,85.3893835,87.28282932,11153,Linux,sleeping,444.9426464,3.743683585,311.5970107,1875.44052,high,enabled,v6.4.8,11/27/2021,0,None
192.168.3.243,37223,FTP,6287,4366,9,31,mobile,52.71895015,71.87584739,31.65424588,85710,Windows 10,sleeping,13.13626645,0.524892474,98.49013644,9803.362707,high,disabled,v4.5.7,9/16/2022,1,DDOS
192.168.3.117,2817,HTTPS,1652,1129,5,24,IOT device,19.46452229,6.072803353,40.02347108,53109,Linux,active,196.5533714,0.456668157,113.6154991,9990.734166,high,disabled,v7.7.7,7/15/2023,0,None
192.168.3.73,62675,UDP,45,3173,4,30,mobile,30.219358,64.30993426,18.24683367,50160,Android,inactive,118.058919,1.150371924,268.141032,8735.573834,medium,disabled,v6.5.9,1/28/2019,0,None
192.168.3.27,19397,HTTPS,66,2216,2,19,mobile,47.32078329,57.84943063,61.28297194,60151,iOS,active,228.9067228,2.401485011,886.8274701,5109.286352,low,disabled,v4.4.7,3/19/2019,0,None
192.168.3.79,8395,TCP,8842,2245,3,3,PC,22.21096187,32.1207782,84.34201048,18804,Windows 10,active,77.50737168,1.47207717,286.7220228,2751.967705,low,enabled,v5.5.6,2/2/2019,0,None
192.168.2.208,15426,TCP,4772,559,5,4,IOT device,98.07277853,28.82603967,52.02386501,85162,Linux,sleeping,370.4779464,0.851430571,646.3278566,4754.348775,low,disabled,v9.1.6,4/2/2020,0,None
192.168.1.73,18019,HTTP,5182,4574,10,16,PC,12.8473789,92.29854412,57.15752463,59170,Windows 10,sleeping,34.71305956,3.523853499,784.0439978,1108.113506,low,disabled,v1.9.0,4/25/2022,0,None
192.168.3.30,9057,HTTP,2953,2585,9,7,IOT device,44.68767162,5.742188321,70.16930074,56934,macOS,sleeping,262.5133221,2.809689955,304.6704995,8577.942938,low,enabled,v1.7.8,12/1/2022,0,None
192.168.1.220,33906,HTTPS,6730,3351,0,40,PC,0.837191771,40.56416034,82.58088614,38953,iOS,inactive,384.9105871,2.230854885,992.4427764,6063.694508,low,disabled,v6.8.4,5/22/2019,0,None
192.168.2.63,35647,HTTPS,3549,580,10,16,IOT device,71.793836,15.18200457,16.1453941,64218,Android,sleeping,283.9722388,4.846941651,710.2018134,1961.830383,low,disabled,v2.8.0,4/27/2022,0,None
192.168.1.130,53310,FTP,1608,2572,9,40,mobile,9.583026762,91.25463216,0.303237385,75563,Android,active,35.76572942,1.385862557,709.5305203,670.4032457,high,disabled,v3.3.4,6/21/2023,0,None
192.168.2.5,52173,SMTP,455,1948,7,36,PC,54.57371733,34.68825558,34.24165258,46351,iOS,inactive,471.3448255,3.354204654,278.6004624,117.0276738,medium,enabled,v6.5.9,6/6/2020,0,None
192.168.2.69,61304,TCP,4918,3028,3,5,PC,29.40132887,67.60999022,89.44750691,61682,Android,sleeping,400.1545723,2.925324911,149.104204,3722.359225,medium,enabled,v9.4.8,5/7/2022,0,None
192.168.3.67,16620,UDP,8079,2819,6,41,IOT device,41.78055892,4.26473506,82.01553504,60450,iOS,sleeping,310.9565754,4.765757315,590.7867509,7133.303137,low,enabled,v7.7.7,4/25/2022,1,DDOS
192.168.2.33,63122,UDP,1639,606,10,27,IOT device,14.18613299,85.39825725,37.54042204,52974,Windows 10,inactive,23.30929533,2.116982424,896.7874559,6680.907574,low,enabled,v9.3.8,10/5/2022,0,None
192.168.1.97,28112,FTP,862,4010,7,7,mobile,43.70879841,31.74701782,78.58503793,6274,macOS,sleeping,363.4613482,3.004255877,967.4030083,8441.334816,medium,enabled,v4.4.3,9/19/2020,0,None
192.168.1.18,29938,FTP,1245,958,5,26,IOT device,50.95554069,14.57698388,66.63132201,64467,Windows 10,sleeping,61.04742685,0.187735953,272.8355118,8959.75545,low,enabled,v3.7.2,3/28/2021,0,None
192.168.1.164,34768,FTP,4618,4445,9,6,PC,39.18431829,18.15426112,32.57307698,6612,macOS,sleeping,79.49312745,0.139248454,222.0976952,8270.321825,low,enabled,v4.2.6,10/22/2021,0,None
192.168.1.138,4101,UDP,6230,3317,10,27,IOT device,8.420924848,12.01616557,54.07766696,283,Windows 10,active,175.0438079,1.750219874,772.4136807,2629.125708,low,enabled,v7.9.1,3/6/2023,0,None
192.168.2.132,31445,HTTPS,9360,3226,2,16,mobile,99.29206944,50.40571068,53.69077655,33025,iOS,active,117.9477005,2.129846372,658.3240979,948.1577211,medium,enabled,v1.1.4,9/5/2023,0,None
192.168.3.21,16169,TCP,1995,3058,10,0,IOT device,65.51341677,55.56574175,56.26026455,5731,Linux,active,443.4801976,2.585641929,60.28278777,4265.889545,low,enabled,v2.8.9,7/24/2020,0,None
192.168.2.145,28195,HTTP,4543,871,3,8,PC,47.21640531,42.17966892,37.16938491,88364,Linux,inactive,419.4071849,2.833525449,419.0736998,8206.066485,high,disabled,v1.1.5,1/7/2023,0,None
192.168.1.89,53925,HTTP,3113,3737,8,35,mobile,53.62108669,66.64864098,30.0658769,20193,Linux,sleeping,105.5251558,3.634520208,439.1982085,277.788983,high,disabled,v7.9.6,3/22/2021,0,None
192.168.2.155,27015,TCP,2530,3209,3,38,IOT device,1.752971917,32.9237812,23.99684555,86782,macOS,inactive,58.6938584,3.600524539,857.7976048,8201.631877,low,enabled,v3.3.1,9/6/2021,0,None
192.168.3.186,42601,HTTP,9518,3535,1,8,mobile,87.19533298,4.884515199,24.83443873,57387,Windows 10,inactive,434.7034461,0.019616929,372.4408237,8936.219031,high,enabled,v3.5.0,5/2/2022,0,None
192.168.2.7,17192,SMTP,7623,2077,6,7,IOT device,97.67789063,28.89360751,34.07282317,5452,iOS,active,288.5864363,3.994455589,313.05921,5363.95985,low,disabled,v9.8.3,12/24/2022,0,None
192.168.3.148,61546,TCP,8162,3840,6,2,PC,69.76460652,6.859739359,60.93919161,32597,Android,inactive,98.97571476,2.091401098,872.9257701,2841.303495,high,enabled,v6.5.2,8/7/2019,0,None
192.168.3.175,45079,HTTPS,2563,1286,1,2,PC,34.03656663,45.59637311,47.46426496,55314,Windows 10,active,18.54194762,4.651644662,272.4054981,5652.275261,low,enabled,v6.5.0,10/25/2021,0,None
192.168.2.102,32809,HTTPS,5023,4619,4,45,IOT device,28.27142395,41.45742832,5.650655807,12160,Linux,inactive,128.079676,2.27924315,999.2640095,6317.032572,low,enabled,v2.9.4,2/14/2019,0,None
192.168.3.196,38292,SMTP,4049,3344,5,24,IOT device,76.65501998,78.17906103,44.98361508,92614,Windows 10,sleeping,95.57028389,1.742876792,59.68304436,5056.364874,high,enabled,v8.0.6,1/6/2023,0,None
192.168.2.118,11964,HTTP,9088,3049,10,40,IOT device,66.07937711,46.0084732,35.67130871,4426,macOS,active,115.8191303,1.922876559,51.75926945,3988.241093,low,enabled,v9.3.5,10/2/2023,0,None
192.168.1.29,64227,FTP,7577,1505,9,2,mobile,53.78148819,37.0741205,83.5915771,31892,Windows 10,active,33.51438307,0.531016949,778.5095967,2717.642345,medium,enabled,v7.2.8,6/15/2019,0,None
192.168.2.237,43801,FTP,6284,1659,10,11,IOT device,74.45818898,64.22139268,70.63330694,18919,iOS,active,374.6045373,3.180181941,303.7441182,5253.445437,low,disabled,v5.9.9,12/16/2023,1,Brute Force
192.168.1.123,47097,HTTPS,8475,237,2,31,mobile,44.7353961,15.51237775,99.66778876,39821,Windows 10,inactive,195.9823388,4.011930725,334.8960954,7172.42934,low,disabled,v6.6.6,7/26/2022,0,None
192.168.1.1,41619,HTTPS,8760,4843,1,6,mobile,91.21984787,16.73396894,23.588351,99221,Windows 10,sleeping,312.9693357,2.425550478,28.56334708,7603.349599,medium,disabled,v10.3.9,2/15/2022,1,DDOS
192.168.2.143,43670,UDP,2965,3807,4,31,PC,96.6137493,36.1793748,42.93048213,34132,Windows 10,sleeping,388.7429523,1.470497195,927.3519736,1416.647291,medium,disabled,v9.8.5,10/11/2020,0,None
192.168.3.82,59767,TCP,3853,4882,2,22,IOT device,55.06338192,44.05966024,34.31033368,21725,Linux,inactive,370.1054415,3.637380548,725.9522656,3615.519001,high,enabled,v5.4.0,4/15/2019,0,None
192.168.2.22,18118,TCP,3955,2929,3,26,mobile,7.405174194,66.7393872,73.87295339,14208,Linux,active,257.1348403,4.554045802,744.1934767,708.4038437,high,enabled,v9.6.6,7/2/2019,0,None
192.168.2.254,57449,HTTPS,7546,3722,2,8,mobile,79.40076004,63.30097725,26.86958362,20696,Windows 10,inactive,226.2465487,3.753790418,239.3615571,1219.930736,low,enabled,v3.6.1,5/28/2020,0,None
192.168.3.36,23223,FTP,9053,4606,6,31,mobile,99.14369141,6.386933931,19.8324773,61780,Windows 10,active,125.2922338,3.633382382,436.2655109,816.9565408,low,disabled,v9.0.0,1/16/2021,0,None
192.168.1.106,11232,UDP,7353,3649,8,14,IOT device,9.276168326,40.2497965,83.40492821,18021,iOS,sleeping,395.3792484,1.659381256,477.6296899,8030.608212,high,enabled,v2.6.9,12/25/2022,0,None
192.168.3.90,20424,UDP,7436,252,10,38,IOT device,74.35202595,28.60824621,22.55971257,28192,macOS,sleeping,53.69874913,2.375297462,981.8900939,4932.690757,high,enabled,v4.9.4,12/20/2019,0,None
192.168.2.171,58023,FTP,4619,1485,9,2,PC,33.64840913,15.43743601,0.659214513,31190,Windows 10,inactive,64.70645005,0.286516864,204.2296676,3541.979172,medium,disabled,v6.6.6,1/13/2023,0,None
192.168.2.27,37065,UDP,5892,3838,5,33,IOT device,94.55379079,96.822424,8.821174198,43638,macOS,inactive,345.4694281,4.683334378,571.0987349,6272.494618,low,enabled,v10.2.9,3/26/2021,0,None
192.168.1.39,3581,FTP,956,4957,3,20,mobile,94.44040704,40.41023887,64.51447435,29033,Linux,sleeping,354.6630089,4.691761639,69.80017079,7431.033167,low,enabled,v10.0.9,9/14/2023,0,None
192.168.3.149,39267,UDP,6362,1508,4,4,mobile,90.26858438,0.770355134,44.50313691,71282,iOS,inactive,268.4124493,3.614551299,985.7546582,9397.827411,medium,enabled,v1.6.0,11/16/2020,1,Data Exfiltration
192.168.2.4,41226,SMTP,8734,865,1,34,PC,19.87676059,34.48186706,31.92013395,39220,Linux,inactive,371.2357652,2.078192069,35.31202718,6850.705284,high,disabled,v9.0.1,2/27/2021,0,None
192.168.1.126,15475,UDP,4760,1362,5,30,IOT device,22.92678021,83.08156309,33.15613156,97109,iOS,active,497.5150085,4.616907655,656.9160566,5485.478287,medium,disabled,v8.0.6,12/2/2022,1,Unknown Attack
192.168.1.27,25852,FTP,5527,1435,4,42,mobile,49.24620233,88.42769814,45.37063371,16872,Windows 10,inactive,246.0251015,2.427431474,975.6589586,2644.446822,medium,disabled,v1.2.8,10/23/2023,0,None
192.168.1.110,7096,UDP,9342,2047,5,29,IOT device,84.54507485,55.38363227,82.2733024,58363,macOS,sleeping,350.4442137,0.943212789,817.6984445,7040.436222,high,disabled,v10.8.3,1/12/2023,0,None
192.168.2.194,44883,SMTP,7709,1871,8,6,PC,66.95582556,75.87317642,13.78810698,37516,Windows 10,inactive,319.2351205,4.881516603,314.5681729,6467.569299,high,disabled,v3.7.4,12/28/2021,0,None
192.168.1.173,57168,HTTP,1846,1058,10,46,PC,50.91910948,48.51194095,58.50165788,74190,Windows 10,inactive,202.8435785,3.466124263,918.7065644,8623.052854,low,disabled,v10.3.9,2/3/2019,0,None
192.168.3.249,63378,HTTP,2323,2280,1,10,mobile,55.6884084,14.66817691,29.98090116,71053,Windows 10,sleeping,433.0386486,1.702874942,561.2246477,6551.145251,low,disabled,v8.5.9,4/12/2023,0,None
192.168.2.122,46802,HTTP,2824,677,5,24,mobile,0.411871338,27.2623536,54.12265176,4584,Windows 10,active,381.001838,4.261084401,753.7956762,5997.299121,low,disabled,v3.4.0,10/1/2021,0,None
192.168.1.151,21122,FTP,1010,2693,3,19,IOT device,27.98350044,84.23235298,3.73282855,7584,macOS,sleeping,353.5974997,2.793292096,185.747775,6944.054196,medium,disabled,v8.4.6,12/16/2021,0,None
192.168.1.96,24724,SMTP,324,1838,9,5,IOT device,63.81510341,91.1361089,26.3048859,54311,macOS,active,40.18721884,1.950707078,635.0577143,8236.681289,low,enabled,v9.2.3,6/24/2023,0,None
192.168.3.65,14861,HTTP,7631,976,8,9,PC,6.441973398,96.34318509,40.72444528,28990,macOS,inactive,137.2460706,0.035446024,365.070859,989.826645,low,enabled,v1.3.5,4/10/2023,0,None
192.168.3.152,10569,TCP,2802,4263,1,10,mobile,80.71986029,74.65480236,91.33407945,23760,Linux,inactive,370.2024721,2.927269043,582.5579045,8990.003331,high,enabled,v3.6.1,7/21/2019,0,None
192.168.1.180,37559,HTTPS,6515,1738,1,27,mobile,50.59054031,71.31611748,43.49996389,52688,macOS,sleeping,367.9249132,0.945839665,743.7664953,4166.335174,low,disabled,v2.4.5,9/6/2020,1,Unknown Attack
192.168.1.107,36359,HTTP,2728,2443,5,50,IOT device,18.44554297,57.07959102,46.47146366,50493,macOS,inactive,133.4547166,4.567724312,68.87201183,2328.885891,medium,disabled,v2.7.6,1/26/2021,0,None
192.168.2.24,11928,SMTP,4024,2508,6,19,mobile,88.75446469,6.994968881,2.518254948,35000,Linux,active,205.4014711,3.192494605,494.3883186,5928.451534,medium,enabled,v4.0.5,6/22/2019,0,None
192.168.1.127,13537,HTTP,817,1032,1,42,mobile,87.36828288,99.70785669,4.784518508,18489,macOS,sleeping,108.8522639,3.102343579,712.6373168,5143.90487,high,enabled,v3.0.0,9/5/2023,0,None
192.168.3.64,9353,UDP,2454,31,3,11,PC,53.84613184,98.82584866,81.16222129,77344,macOS,inactive,43.63069008,2.180425583,246.604548,2583.487057,medium,disabled,v1.0.9,1/2/2023,0,None
192.168.2.10,15290,SMTP,3729,992,6,42,mobile,67.07979994,14.51099902,31.17519108,14068,iOS,inactive,289.3057,4.0891906,235.2363154,8265.071066,high,disabled,v10.9.4,12/19/2020,1,Brute Force
192.168.2.163,4420,FTP,4535,1140,7,41,PC,11.43880858,89.25321468,21.16344203,85739,Linux,sleeping,495.6256514,4.615975487,607.9048924,2056.533688,low,enabled,v9.8.3,2/27/2019,0,None
192.168.1.5,57366,SMTP,1375,434,3,11,IOT device,86.23147332,20.74807846,10.5877872,59956,iOS,inactive,321.1136735,3.382323873,461.3134461,6261.903154,high,disabled,v10.0.6,6/21/2021,1,Unknown Attack
192.168.2.169,44510,UDP,5507,2437,0,2,IOT device,55.27884029,17.58713804,81.35843775,26807,iOS,sleeping,347.3172507,0.580701108,783.9796057,5575.952798,medium,enabled,v3.3.4,7/2/2020,0,None
192.168.1.200,61651,FTP,4587,2035,10,48,mobile,89.37311183,62.54533251,92.34375765,89992,Android,inactive,296.2323144,3.323918633,687.4758914,1257.621019,high,disabled,v4.6.6,7/20/2022,0,None
192.168.2.35,33535,FTP,3194,3823,9,44,IOT device,77.68312513,58.57641664,19.80841517,10438,iOS,active,404.0586002,2.332661833,938.0801974,2305.458625,high,disabled,v8.2.7,12/1/2020,0,None
192.168.1.109,1695,FTP,9737,3790,1,31,IOT device,79.87834213,92.67852828,37.24562468,15389,Linux,active,410.7851085,4.706284567,130.5722173,9879.401985,medium,enabled,v8.0.7,8/11/2023,0,None
192.168.2.52,15350,HTTP,2528,1959,10,28,PC,63.39991547,99.94195167,43.47623502,9789,iOS,sleeping,435.80604,3.781163355,821.0213798,5298.358108,medium,disabled,v9.7.9,5/21/2021,0,None
192.168.3.191,48273,TCP,9250,2624,3,1,PC,6.551454255,48.12836358,75.92490748,30933,Android,active,184.6397068,0.825880291,117.6327085,1961.54231,high,enabled,v3.8.8,7/12/2023,1,DDOS
192.168.2.133,23218,SMTP,4709,2362,2,32,PC,48.08512507,97.91673207,85.5712509,63531,iOS,sleeping,166.1201832,4.840201325,252.440896,8176.999092,medium,disabled,v9.3.0,4/19/2019,1,Data Exfiltration
192.168.3.97,55685,UDP,4507,3414,2,38,PC,35.60436066,2.245329445,62.02052168,96015,Android,sleeping,396.2160433,3.026622861,301.0483217,7835.502172,medium,enabled,v9.6.6,6/12/2019,1,Malware Infection
192.168.2.138,30907,FTP,7997,4284,9,40,PC,97.90516916,93.43020164,95.69977928,72817,Android,inactive,222.8513966,1.74852449,245.7814728,7067.531083,high,disabled,v10.1.7,12/14/2020,0,None
192.168.3.99,36666,HTTP,2431,1158,2,49,IOT device,36.45497399,33.64335742,95.28033649,65436,Android,sleeping,189.5070182,0.676549545,484.5046894,6323.751113,medium,enabled,v2.8.2,1/6/2019,0,None
192.168.2.127,48526,TCP,8113,1233,8,8,PC,37.546129,8.838890891,75.96052042,42814,Android,sleeping,393.7577318,2.284854788,238.6451273,4094.193052,medium,enabled,v2.3.3,9/16/2019,0,None
192.168.1.162,12608,HTTPS,9903,1019,8,42,mobile,75.1444061,97.39929784,85.63751262,52553,Linux,inactive,395.520721,1.091755833,804.6336704,3737.196815,low,enabled,v8.9.7,2/16/2019,0,None
192.168.1.232,18894,HTTPS,7770,3876,8,38,mobile,52.05102863,72.57822439,33.28685564,60233,Android,inactive,155.3346261,4.517061931,817.9301384,6941.584113,high,enabled,v5.1.1,7/24/2023,1,Brute Force
192.168.3.188,30952,HTTP,7598,1135,0,41,PC,43.73599882,96.05668071,70.38882504,20892,Linux,active,486.2880007,0.924048651,751.9387521,2832.85761,low,disabled,v5.3.3,2/4/2020,0,None
192.168.3.192,31099,UDP,6302,544,6,47,PC,94.84874478,68.10864455,43.99576637,22428,macOS,sleeping,81.4656978,4.18335794,548.2612806,7122.588039,high,enabled,v9.0.4,4/8/2022,1,Brute Force
192.168.3.50,10790,HTTPS,5643,3579,3,16,mobile,64.21644089,67.3625765,57.79411322,49727,Android,inactive,337.4156709,3.591358054,935.3560586,5778.963232,medium,enabled,v5.7.2,3/27/2020,0,None
192.168.2.8,56111,HTTPS,1511,2530,10,3,IOT device,0.075662228,98.23565544,17.24786885,69297,Android,sleeping,498.397273,2.001438666,150.8971588,3585.837202,high,enabled,v4.0.7,2/8/2023,0,None
192.168.1.125,51942,HTTPS,4964,4783,1,46,IOT device,22.55948587,7.480609819,98.88998094,44187,Linux,active,451.3895073,1.743240169,513.4811981,6950.76717,low,enabled,v1.8.2,9/15/2020,0,None
192.168.2.86,36976,UDP,6947,1765,2,31,IOT device,61.78248136,50.90646384,84.22450265,28968,Windows 10,sleeping,68.00296795,1.927901198,433.9459333,8336.588692,medium,enabled,v8.7.4,7/26/2023,0,None
192.168.3.95,37404,HTTPS,4302,1665,7,29,IOT device,59.25101348,16.09130175,2.976982664,35928,Windows 10,sleeping,209.643466,2.992529688,861.7821533,7224.99104,low,disabled,v6.8.4,9/13/2022,1,Brute Force
192.168.2.154,10373,UDP,2934,1995,0,27,IOT device,50.98178895,35.12359759,39.0622896,5952,Android,sleeping,80.34312535,3.672017224,448.9619986,6672.394134,low,disabled,v3.3.5,11/16/2021,1,Unknown Attack
192.168.3.169,18388,TCP,2685,4459,8,13,mobile,83.29824991,81.32759322,34.02900722,58496,macOS,active,150.2664704,4.414415795,822.1408808,4965.052989,high,disabled,v10.9.5,10/27/2019,0,None
192.168.3.216,22614,FTP,8372,300,1,41,PC,32.55232217,35.90576411,7.827022928,43411,Linux,active,47.1601944,1.510334701,42.9555096,7302.732338,high,enabled,v1.2.6,1/25/2021,0,None
192.168.2.2,2957,SMTP,1307,4997,3,12,IOT device,7.190476914,60.32709926,6.357267954,45661,Linux,sleeping,211.9623247,3.440852978,441.560761,9083.961266,medium,enabled,v7.0.4,4/9/2019,0,None
192.168.2.16,30223,SMTP,6795,1533,10,38,IOT device,98.53631575,92.66652723,85.07770466,40211,macOS,sleeping,71.39337242,1.33974586,576.2265459,3765.283915,high,disabled,v10.2.8,10/3/2022,0,None
192.168.1.214,47058,HTTPS,1219,932,0,40,IOT device,11.62718811,59.89299583,72.67627611,606,Linux,inactive,402.8917748,0.083242711,468.6334656,2192.672075,low,disabled,v8.2.9,9/2/2021,0,None
192.168.2.222,36579,FTP,3608,3914,3,20,mobile,80.13477168,79.77841117,25.82956259,32590,Linux,inactive,21.33394496,1.127968848,345.9776501,8907.954897,low,disabled,v4.3.5,4/25/2023,0,None
192.168.1.121,39703,HTTPS,1505,3846,3,8,PC,40.31808783,56.01526188,99.29924701,69955,macOS,sleeping,214.6901138,2.533682467,652.5002372,7048.600575,high,enabled,v5.8.6,1/3/2022,0,None
192.168.3.138,21004,SMTP,3711,562,5,6,PC,5.326108493,18.39478953,61.41129007,16558,iOS,inactive,362.8386307,4.447277825,129.860553,985.0572451,high,disabled,v8.5.1,11/22/2023,0,None
192.168.3.250,31569,HTTP,9268,3306,5,43,mobile,59.25793551,26.85423721,98.69067196,76830,Windows 10,sleeping,55.15616834,2.144955193,349.2040423,7444.65732,high,enabled,v3.3.6,1/10/2021,0,None
