device_ip,port_number,protocol_used,packets_received,packets_forwarded,unusual_login_attempts,resources_shared,device_type,cpu_usage,memory_usage,storage_usage,device_uptime,os_version,connection_status,latency,error_rate,bandwidth_usage,data_transferred,security_level,vpn_status,firmware_version,last_maintenance_date,label,attack_type
192.168.1.26,2028,HTTPS,5651,1931,7,9,IOT device,99.68497479,5.709029914,43.06344905,67862,macOS,inactive,474.9389883,0.972112707,840.4531075,9609.090226,low,disabled,v1.3.5,12/18/2023,0,None
192.168.1.138,65279,HTTP,2265,672,5,33,mobile,80.44986804,62.03095407,40.85069702,65721,Windows 10,sleeping,361.1657099,2.788165171,193.7819298,2755.265898,medium,enabled,v7.5.9,7/26/2019,0,None
192.168.1.231,10567,SMTP,7587,3471,2,41,IOT device,66.31742188,64.87852718,3.609879338,38880,iOS,active,143.8030629,2.905653301,61.55757328,2519.205966,low,enabled,v9.9.3,9/27/2022,0,None
192.168.10.1,61157,TCP,6453,3821,1,30,IOT device,13.5901833,10.46884208,53.50591297,91342,Linux,inactive,257.9023279,1.882514333,150.7602609,335.4348825,high,enabled,v1.8.8,2/28/2021,0,None
192.168.5.204,60039,HTTP,4042,3955,6,32,IOT device,77.39700232,68.23342611,91.4982191,42112,macOS,active,482.5625226,4.707358025,347.6356489,2096.43114,high,enabled,v2.4.6,5/1/2023,0,None
192.168.10.230,50007,HTTPS,7145,4362,3,26,mobile,28.92465882,56.58124588,9.535407379,46837,Android,active,164.2400266,1.641116909,585.5613023,6709.932361,high,enabled,v3.5.5,3/2/2021,0,None
192.168.10.137,45142,HTTP,322,4833,10,42,PC,36.62263677,52.17519826,8.198723141,91220,Linux,sleeping,269.5882083,4.198450553,232.3659534,2350.998861,medium,disabled,v2.9.2,7/19/2021,0,None
192.168.5.252,59069,TCP,9941,431,4,15,IOT device,96.14181231,72.86418821,93.60608019,96181,Android,active,273.8095315,4.373413378,532.9765607,5453.346618,medium,enabled,v7.4.3,5/20/2023,1,DDOS
192.168.10.207,27625,FTP,2439,4102,9,33,PC,93.76258879,84.25390361,29.10478539,64983,Android,sleeping,58.08132587,1.440394737,890.3359695,7793.089796,medium,disabled,v10.1.1,6/22/2020,0,None
192.168.10.19,39390,TCP,2429,2684,7,13,PC,84.68836848,62.78003782,90.46474946,41503,Linux,sleeping,490.1213508,4.254990343,896.3814333,2178.430714,medium,enabled,v10.9.5,4/7/2023,0,None
192.168.5.131,12650,UDP,3165,1444,10,35,IOT device,86.59159447,9.817168366,10.49770426,45110,iOS,inactive,25.64027068,0.460758165,639.1372863,7103.432093,medium,enabled,v6.6.0,9/24/2019,0,None
192.168.10.8,52998,TCP,8481,818,7,40,IOT device,60.76634935,97.18594146,50.17622447,59320,Linux,active,192.2766801,4.855551125,280.4645854,2414.79785,high,disabled,v1.1.6,10/15/2023,0,None
192.168.1.233,5496,SMTP,5566,4691,9,20,mobile,97.21206846,84.25164287,66.42622592,34983,Windows 10,inactive,225.2511084,0.669247392,493.3472468,1401.745057,low,enabled,v5.8.3,3/19/2023,0,None
192.168.1.100,53004,FTP,1842,3754,1,11,mobile,98.75211237,27.39003297,89.11058886,36057,macOS,sleeping,391.3294894,3.155866624,233.6545249,5000.66088,low,enabled,v5.6.7,10/12/2022,0,None
192.168.10.141,24284,SMTP,9851,3132,2,28,mobile,24.64254239,59.18805369,65.1508462,88770,Android,active,377.530168,2.267533044,543.0204268,935.0702122,high,disabled,v6.4.8,1/5/2019,0,None
192.168.1.30,8161,UDP,2304,4270,3,18,IOT device,74.93986932,11.55134373,49.49539873,79329,Windows 10,inactive,324.8114428,4.086870285,256.0077051,6666.427644,low,enabled,v5.3.0,3/24/2021,1,DDOS
192.168.5.93,54815,HTTP,2980,2728,2,27,IOT device,77.51518476,50.39012081,21.15842388,460,Android,active,127.4101915,0.512304503,501.4558955,3744.617692,medium,disabled,v5.2.6,11/28/2022,0,None
192.168.5.201,37195,TCP,8852,3050,4,30,IOT device,31.70739363,89.97536593,25.76534889,13451,macOS,inactive,498.917429,1.460192397,413.7800437,9824.60061,high,enabled,v6.5.9,7/18/2019,0,None
192.168.1.82,10484,HTTP,9106,4549,0,23,PC,3.974714197,43.06443166,20.21021841,53435,Windows 10,sleeping,277.8209411,4.060792637,225.1858127,120.0460733,medium,enabled,v1.8.0,7/3/2020,0,None
192.168.1.201,9786,HTTPS,8776,398,4,49,mobile,79.38573281,17.31792489,90.20702207,68265,Linux,active,488.7373055,0.776761346,553.8722966,3972.154987,high,disabled,v3.5.2,1/25/2021,0,None
192.168.10.115,44601,UDP,6277,675,3,34,PC,32.55772122,68.85784752,38.97137085,34921,macOS,active,302.2283082,1.530038588,363.3106139,4659.751342,medium,enabled,v7.8.1,12/11/2021,0,None
192.168.1.210,52085,HTTP,918,960,2,46,PC,3.490512094,44.60786301,34.59422701,56796,Windows 10,inactive,467.9046678,4.245261549,172.798066,9867.216733,high,disabled,v3.4.8,4/2/2022,0,None
192.168.5.22,22807,UDP,5732,4905,3,23,mobile,41.20318088,36.80187679,97.25513352,54866,iOS,inactive,196.5416308,0.175314125,1.751547249,5677.248477,high,disabled,v4.7.7,2/18/2023,0,None
192.168.10.155,26324,UDP,304,2833,7,30,PC,88.89564751,43.04155017,74.3655303,61368,macOS,inactive,320.1102499,4.091382872,749.1388326,3012.426343,high,disabled,v2.0.8,2/14/2023,0,None
192.168.10.160,42532,SMTP,9352,4508,1,25,PC,91.0985388,37.03879043,68.26570054,32446,macOS,sleeping,314.8947037,1.187322501,418.8782678,6944.945922,low,disabled,v2.7.1,11/10/2023,0,None
192.168.1.192,6634,TCP,3454,2736,4,37,IOT device,91.72546612,42.31078078,66.00737069,54026,macOS,sleeping,244.7491801,3.849105757,105.4053438,1271.823054,medium,disabled,v10.2.8,1/25/2019,0,None
192.168.1.40,19344,UDP,4757,239,8,28,IOT device,42.16627978,30.4538663,65.10345574,9856,macOS,inactive,60.04137336,1.963958849,46.83409582,7919.889796,low,disabled,v2.7.7,2/4/2019,0,None
192.168.10.77,52602,FTP,2003,1182,6,48,mobile,62.2768493,83.42850515,56.60301584,35125,Linux,sleeping,38.59521541,1.941493911,177.911601,4848.600782,high,disabled,v1.5.3,8/23/2023,0,None
192.168.5.116,18609,HTTPS,333,3266,1,42,IOT device,98.82561383,99.14105085,97.73791162,36772,Windows 10,sleeping,97.52080946,2.029389438,487.5620498,449.8954008,medium,enabled,v2.3.0,8/20/2021,0,None
192.168.1.212,52368,UDP,995,538,6,37,PC,43.65137546,1.749397402,56.18389426,28128,Linux,sleeping,51.10327329,3.635108765,31.79397003,3782.75913,high,enabled,v4.8.9,3/26/2023,0,None
192.168.10.129,54368,TCP,5824,3833,1,30,mobile,20.22805835,8.846064717,2.86099807,93888,Windows 10,sleeping,132.7353667,1.433229005,855.2360387,5103.347366,low,disabled,v7.1.4,3/18/2021,0,None
192.168.1.25,6165,SMTP,1888,322,10,25,PC,77.38295069,91.88233158,41.70461091,5716,iOS,active,126.3315619,2.244436255,941.2567012,3638.08302,medium,enabled,v4.7.2,11/11/2019,0,None
192.168.5.163,38496,HTTP,10000,4592,0,13,mobile,21.53810257,50.71133122,41.54944662,57669,Linux,inactive,133.9030379,1.767831119,198.6255545,1746.846357,low,enabled,v9.5.3,5/20/2022,0,None
192.168.5.210,44226,UDP,1281,523,2,13,IOT device,74.20629813,34.18862337,67.29905297,34615,iOS,sleeping,337.7516889,4.206740272,996.7091978,3409.974442,high,enabled,v1.4.7,10/10/2022,0,None
192.168.10.202,46045,SMTP,1757,3314,5,36,PC,46.05527594,84.69948767,3.107256382,17467,macOS,inactive,477.5431211,3.567735456,438.2013398,2558.168793,low,enabled,v7.6.0,4/19/2021,0,None
192.168.1.117,47570,HTTPS,2372,2761,8,33,PC,22.34717792,48.18074508,90.37999121,93856,Android,active,166.3265246,0.113369263,179.9354438,4010.023692,low,enabled,v3.7.0,5/5/2023,0,None
192.168.1.43,36647,SMTP,2644,2983,5,6,PC,98.52570477,6.348593708,27.66602529,3448,Windows 10,active,348.8895476,4.327918062,902.4278326,4635.166093,low,disabled,v7.8.5,7/26/2019,0,None
192.168.10.157,39749,HTTPS,4228,272,0,28,PC,45.29802892,90.48382784,54.68879181,44298,Android,inactive,185.7871503,4.400404962,671.2279623,778.1379079,high,disabled,v8.3.6,8/10/2023,0,None
192.168.5.251,12915,TCP,3874,1513,4,29,mobile,15.60569104,29.61738511,52.43578015,58694,macOS,active,200.2230125,0.418926551,759.2903161,5472.296431,low,disabled,v8.6.6,7/23/2023,0,None
192.168.5.27,42166,TCP,2116,2436,10,6,IOT device,90.80765202,33.68808447,51.81133142,27664,Windows 10,sleeping,348.3306002,2.441076509,311.5295739,7115.610386,medium,enabled,v7.0.2,1/21/2020,0,None
192.168.1.170,41575,UDP,7927,2424,3,4,IOT device,99.37565594,0.42706477,23.5024157,39572,Linux,active,326.1995739,4.58997284,881.2104036,3575.293312,high,disabled,v10.7.5,4/2/2021,0,None
192.168.1.131,2253,HTTP,7116,4717,4,44,mobile,83.79343208,11.88119752,26.2598365,50876,Linux,inactive,54.13567987,4.753602753,106.457941,2347.383518,medium,disabled,v10.0.5,8/11/2021,0,None
192.168.5.84,35268,UDP,6701,1663,3,20,PC,94.75275433,2.302614892,50.54318704,79794,Android,active,442.6571303,1.57211331,400.8905839,4572.966958,low,disabled,v6.0.7,8/9/2023,0,None
192.168.1.92,62092,TCP,3357,3535,3,10,IOT device,12.99056407,49.18493078,65.70738812,36617,Windows 10,inactive,105.363561,0.885961237,249.2468724,6986.071399,medium,enabled,v5.9.2,9/2/2021,0,None
192.168.5.15,1286,FTP,6136,4860,4,9,IOT device,92.26893413,17.67567495,36.002542,54809,iOS,inactive,491.8929526,4.825493991,975.3127105,1436.14702,medium,disabled,v5.3.8,2/22/2022,0,None
192.168.10.193,32934,UDP,7738,4279,10,8,IOT device,79.26439959,93.84976678,84.36331747,31432,Windows 10,active,149.9716836,0.295145662,648.7410631,3726.367708,medium,disabled,v8.8.3,11/21/2019,0,None
192.168.10.219,18243,HTTP,1624,543,10,36,mobile,12.97197699,20.47670557,93.77065121,14207,macOS,inactive,149.0324632,2.401733497,747.4510433,6763.907117,high,disabled,v7.7.5,4/12/2020,0,None
192.168.10.23,49180,FTP,1992,928,0,50,mobile,11.43309544,50.35351225,12.72078462,29289,macOS,active,262.8412344,2.930349608,68.33312977,7302.727553,high,enabled,v7.8.6,8/18/2020,0,None
192.168.5.221,2208,UDP,788,1053,2,31,PC,26.66836625,42.7961231,57.65250322,49569,Windows 10,sleeping,243.6644277,3.708515288,229.1258218,412.2786209,high,disabled,v6.6.7,3/13/2021,0,None
192.168.1.121,57286,FTP,3134,234,7,39,PC,71.54894342,28.68667223,89.64297278,68381,Linux,active,337.9144066,3.867457757,528.6715896,1412.456731,medium,enabled,v6.6.5,8/10/2021,0,None
192.168.10.50,31923,HTTP,8310,3633,5,15,PC,46.42111987,23.10337125,78.362485,11728,Windows 10,inactive,177.307944,4.147617973,886.9762685,4086.903989,high,enabled,v8.0.1,10/7/2023,0,None
192.168.1.139,36392,FTP,8566,2542,10,39,mobile,97.05182006,56.35842948,42.08926286,54719,Windows 10,inactive,216.9073852,3.730686763,803.5426487,9221.637146,high,enabled,v6.0.2,8/25/2023,0,None
192.168.10.172,29019,UDP,5239,291,7,41,mobile,84.78523973,26.84438559,96.0491266,61787,Android,active,185.617624,3.359387694,203.8193195,4696.65353,high,enabled,v9.0.7,1/12/2021,0,None
192.168.10.88,1612,TCP,6588,1804,9,47,mobile,99.64040547,34.53126915,61.33512758,50001,Android,active,131.7906238,3.872956622,411.7653605,4900.587161,high,disabled,v2.6.4,6/22/2019,0,None
192.168.10.149,32911,HTTPS,485,4315,0,48,PC,95.875895,57.96296668,79.34700213,13687,Windows 10,inactive,381.6196777,0.887685848,9.570496372,8370.937247,medium,enabled,v6.4.4,4/4/2023,0,None
192.168.10.140,61661,TCP,3504,1180,10,1,PC,12.36827954,48.46603257,9.517238414,68576,macOS,sleeping,247.0015276,2.373640228,796.7773779,8625.728461,high,enabled,v2.4.4,5/7/2020,0,None
192.168.1.11,58718,UDP,6830,1717,8,9,mobile,84.34020977,12.70778107,43.8458548,51298,iOS,active,330.5257164,2.241144605,515.5427098,8464.971803,high,disabled,v5.2.8,10/12/2021,0,None
192.168.5.81,38836,HTTP,8293,548,6,34,IOT device,39.7315156,39.38853037,80.9326217,45340,Windows 10,active,115.8679389,0.884416328,334.6305228,3364.273533,high,enabled,v6.6.7,8/9/2022,0,None
192.168.10.134,63878,UDP,8988,4828,2,50,PC,72.69070809,46.06111352,89.14509512,33646,iOS,inactive,339.1449769,4.720243945,929.4453893,7784.905009,medium,disabled,v2.9.0,5/6/2019,0,None
192.168.5.145,26022,TCP,2358,1118,6,47,PC,80.73730766,84.38924792,62.10774844,14075,Android,inactive,217.8721746,2.739986699,617.8520786,3904.506432,high,enabled,v3.7.4,11/17/2020,1,Brute Force
192.168.5.216,9758,FTP,3665,953,6,36,mobile,27.47403675,31.86801853,55.44706395,27663,Windows 10,active,211.0643356,4.611580116,810.4491564,8921.134853,low,disabled,v3.1.0,3/10/2021,0,None
192.168.5.143,36036,UDP,2973,4613,6,24,mobile,50.92153124,95.2653962,50.7123846,20575,Windows 10,sleeping,185.6100027,0.358978743,507.9267991,7953.329961,high,disabled,v6.8.9,3/19/2019,0,None
192.168.1.75,65410,FTP,6014,2829,7,33,IOT device,10.78676893,67.80825498,10.43514286,91484,Linux,inactive,115.3473856,1.863524398,511.4352144,7388.709477,low,enabled,v4.5.4,10/7/2021,0,None
192.168.1.93,35847,HTTPS,2654,4313,6,17,PC,1.901480319,71.42523918,56.86013504,87346,Windows 10,active,279.1561885,0.909737445,181.5056541,1402.860046,medium,enabled,v3.0.9,3/7/2023,0,None
192.168.5.188,43374,TCP,6752,4835,6,12,PC,84.19828187,67.94124921,77.04681238,28320,iOS,sleeping,245.1651617,4.77929828,10.50610456,2626.006778,medium,enabled,v4.8.7,11/5/2023,0,None
192.168.1.149,12341,TCP,3059,4842,6,50,IOT device,36.10275793,25.91355332,12.99597843,22001,iOS,active,362.8760888,2.814066252,179.1544395,1908.742644,low,enabled,v4.2.5,4/25/2021,0,None
192.168.5.144,39956,FTP,9454,4777,8,32,IOT device,23.11664111,7.27316431,5.898358599,47271,Linux,active,389.8436945,0.52186387,341.2975772,8184.761611,medium,enabled,v8.7.9,5/27/2020,0,None
192.168.5.7,24217,UDP,305,3976,4,2,mobile,85.19468695,21.14409925,76.31092249,27870,Android,active,398.3413101,2.848212976,283.1500316,2203.354205,high,enabled,v7.3.8,2/14/2022,0,None
192.168.1.154,29847,TCP,8021,1168,3,36,PC,37.6893827,79.93119978,78.30632869,4907,Linux,active,154.6149165,0.204569087,605.7287823,6044.184767,medium,enabled,v5.9.7,6/3/2022,0,None
192.168.5.177,25081,HTTP,7062,4702,0,6,PC,87.67098579,45.6572518,88.90901615,2644,Linux,inactive,321.7394995,0.613281176,983.0123208,2128.024492,medium,enabled,v1.5.6,4/17/2020,0,None
192.168.10.228,5214,FTP,4715,2408,0,5,PC,94.2759852,60.97592404,6.758715919,76548,macOS,sleeping,105.990491,2.771355208,439.7736449,5097.307746,high,enabled,v6.9.1,11/25/2021,0,None
192.168.10.237,27232,TCP,9426,3104,7,44,IOT device,12.92388761,43.24599177,0.989077008,75254,Linux,inactive,381.692159,4.11262798,641.6148838,4303.312026,low,enabled,v1.8.5,7/1/2023,0,None
192.168.1.96,35202,UDP,586,2508,7,31,IOT device,17.73169227,89.29873177,59.29804677,87449,iOS,sleeping,477.7836056,3.389643303,319.2278277,8041.823986,low,disabled,v9.5.7,3/14/2022,0,None
192.168.10.146,59530,UDP,6360,1058,6,45,IOT device,47.6498458,89.83663669,13.09860663,63179,Linux,inactive,349.9502392,3.562233978,647.5397991,3824.619604,low,disabled,v4.2.8,10/28/2020,0,None
192.168.1.36,21689,FTP,8184,1713,7,2,IOT device,1.051624324,4.022515402,24.93872034,72270,macOS,inactive,262.8929315,4.727350156,8.966148104,6393.937832,medium,disabled,v4.0.1,9/24/2023,0,None
192.168.1.27,1701,TCP,5928,4334,9,7,IOT device,51.21549596,46.92336985,26.24640342,91493,macOS,active,0.062377514,2.415637925,582.4470083,5633.526588,medium,enabled,v2.4.3,12/12/2021,0,None
192.168.1.20,57055,HTTP,8282,3277,8,50,mobile,49.12243338,52.76548258,98.47624945,71229,iOS,sleeping,451.0712535,2.919967092,923.6085162,7957.547665,high,enabled,v8.9.0,11/14/2020,0,None
192.168.10.135,11041,HTTPS,903,1499,9,32,PC,57.45640067,88.89999927,20.80748841,45993,iOS,inactive,262.1313243,1.154793302,47.31418375,6060.680238,high,disabled,v10.4.2,1/6/2023,0,None
192.168.1.35,21638,SMTP,7697,4539,1,28,PC,69.54431922,94.61664042,74.09060517,65684,Android,inactive,42.28025617,4.443388691,941.7034446,5391.832791,medium,enabled,v6.9.8,7/6/2021,0,None
192.168.5.72,39152,TCP,2178,4339,10,30,PC,87.57597251,8.457923496,34.10506483,44445,macOS,inactive,409.1339236,1.409054583,337.7656493,6138.095013,low,disabled,v6.1.8,9/21/2020,1,DDOS
192.168.5.134,9970,UDP,8812,3948,0,40,mobile,71.58889532,52.09450884,6.623081597,13311,Linux,sleeping,315.3925296,3.740784295,705.053533,7444.516083,high,enabled,v3.1.1,11/10/2022,1,DDOS
192.168.10.222,49313,HTTPS,9236,92,5,40,mobile,12.53953835,46.83877883,68.34115675,98980,iOS,active,362.581067,3.712605609,19.5505908,1993.04442,high,disabled,v6.2.2,5/17/2022,0,None
192.168.5.232,47742,HTTP,4199,3959,0,37,mobile,73.76603405,24.64262444,87.3356696,90873,Windows 10,active,423.1393055,3.082472205,186.2202898,3497.897463,low,disabled,v4.0.7,4/16/2021,0,None
192.168.5.2,10730,FTP,4505,1231,10,23,PC,95.72258557,37.0080094,92.1753542,17897,Linux,sleeping,82.01675913,2.59871176,503.0035693,5773.124951,medium,enabled,v9.7.4,7/7/2021,0,None
192.168.1.190,20112,UDP,9532,428,4,38,IOT device,70.68861264,47.61269687,14.56539188,48114,iOS,inactive,67.85508721,3.258234828,724.6925509,7410.029266,low,enabled,v5.3.0,8/23/2019,0,None
192.168.5.31,47344,SMTP,8416,4326,7,42,IOT device,7.931088236,65.02371869,78.81782107,8591,Windows 10,sleeping,301.9579608,3.380173421,743.04657,9864.455912,medium,enabled,v4.1.8,6/13/2019,1,DDOS
192.168.1.62,42095,UDP,281,3571,6,17,IOT device,16.66530042,19.73165436,29.58580045,54381,iOS,inactive,385.6648046,4.322859797,598.8397584,4111.101968,high,enabled,v5.2.1,12/19/2023,0,None
192.168.10.82,38466,UDP,8471,3944,10,1,PC,79.14540584,53.4111333,35.318568,39680,Windows 10,inactive,267.7829155,2.729660071,51.82185533,1729.074031,low,enabled,v3.1.1,10/11/2022,0,None
192.168.1.168,27116,UDP,301,1736,3,6,IOT device,9.337095679,16.5828245,25.40244428,44803,Linux,inactive,397.7512249,2.921491714,445.4238625,7632.207404,medium,enabled,v1.5.6,5/24/2020,0,None
192.168.5.160,16567,UDP,3127,3432,5,26,mobile,83.04198292,20.82898837,31.8840249,99965,Android,active,399.2312602,0.599896749,845.5391441,5988.744759,medium,enabled,v4.3.0,5/23/2021,0,None
192.168.1.32,22280,TCP,3906,3639,6,37,IOT device,51.60872313,69.51942041,69.42769639,745,iOS,sleeping,347.6164224,0.323356847,938.0837272,9320.927622,high,enabled,v7.5.4,6/2/2022,0,None
192.168.10.142,4568,HTTP,5845,947,3,43,IOT device,8.912186107,37.74897696,24.06347527,32228,macOS,inactive,97.88713412,1.917606672,462.7091103,2369.712004,low,enabled,v10.0.3,6/15/2019,0,None
192.168.1.71,58621,HTTP,9625,3826,3,41,mobile,23.71261201,44.69679122,39.61151491,53795,iOS,sleeping,366.2193914,3.673840379,393.5612452,5106.261161,medium,enabled,v4.2.0,7/13/2021,0,None
192.168.10.85,2277,FTP,3493,4163,2,39,mobile,21.96304898,71.35674182,93.81120541,44252,Linux,inactive,239.8563659,3.25252247,120.5316974,4395.358317,low,enabled,v6.1.2,5/25/2022,0,None
192.168.1.116,34924,HTTP,2199,2905,10,33,mobile,56.65026739,88.05785038,53.97721223,45250,Windows 10,sleeping,354.6020679,1.934532676,198.9441276,6533.345808,medium,enabled,v5.6.5,5/6/2021,0,None
192.168.1.225,13902,UDP,6726,2294,6,8,mobile,93.91190922,31.4684635,97.08822603,52228,Android,inactive,70.40558864,1.966523084,442.6342263,8941.267553,medium,enabled,v7.2.4,9/8/2023,0,None
192.168.10.184,22151,HTTPS,7847,1895,7,38,mobile,47.42150904,83.3399837,23.16402017,36966,Linux,active,242.202084,1.986856962,775.3954566,8475.847184,high,disabled,v3.5.2,6/4/2023,0,None
192.168.1.102,53802,TCP,2323,1585,5,39,IOT device,74.62945803,86.85323496,68.44423462,76290,iOS,inactive,386.1279303,0.396282536,716.5083733,1010.008851,high,enabled,v8.6.8,12/3/2021,0,None
192.168.1.10,64444,SMTP,8220,3524,3,47,IOT device,11.31758684,88.99694901,34.63104218,30983,Android,sleeping,91.23693457,2.455019352,661.0513592,6287.81542,medium,disabled,v3.6.0,2/22/2021,0,None
192.168.10.94,55309,UDP,9174,3921,2,16,PC,40.82692795,87.89403424,64.08416802,41839,macOS,sleeping,108.7090015,2.612208806,180.2299379,787.0697545,medium,enabled,v9.1.8,6/18/2019,0,None
192.168.5.70,19847,TCP,4852,3756,1,0,IOT device,81.07493447,96.21631402,62.35241391,60164,Windows 10,sleeping,247.3736724,2.375884405,429.6274832,9881.07282,high,disabled,v8.2.9,8/26/2020,0,None
192.168.1.176,29165,HTTP,8809,670,0,49,PC,52.68498662,59.24825042,43.38144381,91110,iOS,sleeping,433.179701,2.090809904,563.9339794,7656.999051,medium,enabled,v4.4.2,2/8/2021,0,None
192.168.1.144,57306,SMTP,930,4316,4,14,PC,28.85968565,77.18498578,82.81069067,49518,Linux,active,389.5135567,4.765857203,266.9098691,2036.247621,medium,enabled,v7.3.5,11/4/2019,0,None
192.168.5.180,57989,HTTPS,9812,650,2,44,IOT device,79.58202707,22.31001089,45.45651231,76553,iOS,inactive,192.9045532,4.815450913,581.1992118,8481.845685,high,enabled,v6.8.8,1/14/2019,0,None
192.168.1.81,64043,HTTPS,4600,4945,1,32,IOT device,71.09784504,28.98507687,22.94070778,84624,Android,sleeping,122.9503769,0.892638163,254.1297666,742.4869189,low,enabled,v9.3.3,3/26/2022,1,DDOS
192.168.10.251,8268,HTTP,2963,718,3,8,mobile,73.34076111,70.44078902,3.933700831,14610,Linux,active,463.9666563,2.715159655,526.3988312,696.6990633,medium,disabled,v4.7.9,12/25/2019,0,None
192.168.5.88,64139,FTP,9353,1777,4,16,mobile,23.7513824,69.70985915,4.391819064,89682,iOS,inactive,292.5250668,0.882629478,601.5510921,9906.126007,high,disabled,v2.1.1,6/16/2019,0,None
192.168.10.179,15886,UDP,6406,1036,2,35,IOT device,9.519835862,20.18139462,21.72303624,32003,Linux,inactive,141.5407936,1.540533468,837.3330859,7069.484482,low,enabled,v1.7.5,4/26/2019,0,None
192.168.5.43,32372,HTTPS,8346,4354,5,15,PC,2.516077407,70.54455692,74.27708654,65710,Linux,active,81.11706121,4.266425231,846.1021141,2386.122976,low,disabled,v4.0.6,10/13/2019,0,None
192.168.5.153,23758,SMTP,2788,4962,9,10,mobile,62.40561306,50.29115242,82.35812876,73562,iOS,sleeping,357.9194852,0.548858796,604.1410238,1499.667688,high,enabled,v6.0.8,8/20/2023,0,None
192.168.5.194,54356,HTTP,2376,1274,3,9,PC,88.76496184,44.48241093,24.62962793,35415,Linux,inactive,423.1036782,3.303316551,539.3702594,8782.739855,high,enabled,v7.7.6,12/25/2022,0,None
192.168.5.92,6908,SMTP,2573,164,0,10,IOT device,14.37197823,31.27520078,4.82803375,40088,Windows 10,active,69.32680727,1.275462736,649.3922546,2293.138719,high,enabled,v2.1.9,7/17/2020,0,None
192.168.1.229,57443,TCP,6354,2616,0,25,IOT device,89.44190867,92.09086276,11.14017067,66482,macOS,active,268.0708901,2.282459063,828.1716918,3904.211968,high,enabled,v7.9.4,8/6/2023,0,None
192.168.5.74,9606,HTTPS,6135,2850,7,15,IOT device,9.901475789,49.71345542,74.2262667,72049,Linux,active,202.4351465,4.095679241,43.72925728,9773.744971,high,disabled,v3.0.7,5/24/2021,0,None
192.168.5.56,36265,FTP,7384,3004,9,31,mobile,76.25587386,37.32133506,58.81642793,29298,macOS,sleeping,202.5616429,3.682219656,590.1607538,5693.532618,medium,enabled,v9.3.2,2/26/2021,0,None
192.168.5.127,56243,HTTP,9863,1179,7,38,IOT device,10.85942942,4.784721996,52.55858056,39949,iOS,sleeping,166.2638304,2.861044603,802.235386,2579.276201,medium,enabled,v8.9.7,5/28/2022,0,None
192.168.1.21,1605,TCP,2986,4924,9,4,PC,23.9721821,83.79767771,98.49599084,37146,Linux,sleeping,22.58356954,2.486296001,370.6649408,4950.184604,high,enabled,v10.1.3,4/3/2022,0,None
192.168.1.157,11658,SMTP,4429,2775,1,29,PC,47.43878414,93.89062424,91.88136788,42247,Android,active,217.5886651,4.809798451,321.9720467,8065.147155,low,enabled,v7.8.6,1/20/2020,0,None
192.168.10.43,44803,FTP,7118,1175,0,50,mobile,29.89235656,55.4670292,55.98019022,26025,Android,inactive,399.448007,3.674793014,740.0715421,6091.706429,medium,enabled,v6.9.8,8/7/2023,0,None
192.168.5.170,62089,HTTPS,397,462,8,21,PC,3.360686917,90.62751334,76.66608478,71166,Linux,active,118.0248201,3.505203556,976.195641,5069.112369,medium,enabled,v6.3.4,3/24/2023,0,None
192.168.5.237,39656,UDP,4676,941,1,6,mobile,68.68342493,56.26021682,94.77190041,70973,Android,sleeping,224.542961,1.807159568,968.604479,3479.159344,low,enabled,v8.2.4,8/2/2022,1,Malware Infection
192.168.10.11,16067,SMTP,3631,2626,3,8,mobile,72.0041608,42.1347789,42.53774874,64890,iOS,active,436.234734,3.654659832,967.1281476,9729.896907,medium,disabled,v1.1.4,6/13/2023,0,None
192.168.10.217,11950,UDP,936,860,8,14,PC,93.58282791,61.21327927,98.09556383,71161,Windows 10,active,432.1172606,2.068588876,210.0262445,5012.952295,low,disabled,v1.3.3,4/28/2023,0,None
192.168.10.154,23275,UDP,4536,4354,7,21,PC,74.80233012,2.024943724,55.27350155,41740,iOS,inactive,366.0968345,4.948678909,371.1469274,8304.248838,high,disabled,v7.0.9,2/1/2019,0,None
192.168.1.64,42671,HTTPS,1080,4938,7,6,mobile,50.04315915,54.01351498,6.695866425,33595,macOS,inactive,42.55331476,4.789684247,509.0581516,4724.555455,low,enabled,v4.1.0,10/21/2020,0,None
192.168.5.36,52856,SMTP,4739,271,1,15,PC,36.30087414,83.88585332,9.343179145,71493,macOS,sleeping,87.15095288,2.649765651,404.8082348,9733.99677,low,enabled,v9.1.2,10/19/2019,0,None
192.168.1.202,7697,HTTP,890,3032,3,6,PC,41.13850312,22.61224988,52.27939978,69295,macOS,active,353.9527146,1.544358025,585.7178485,4382.920968,low,disabled,v7.1.9,8/7/2023,0,None
192.168.1.184,14398,SMTP,5102,1750,4,34,mobile,55.32567538,68.47452457,71.76794187,7837,Linux,active,367.947645,2.042488307,6.52140795,4721.366211,medium,disabled,v6.0.4,5/27/2021,0,None
192.168.1.243,20618,FTP,1842,448,3,28,IOT device,17.76104028,97.94095289,50.2721446,33180,macOS,sleeping,142.9934549,1.370794611,778.7732027,6633.609341,medium,disabled,v8.6.5,2/19/2019,0,None
192.168.1.211,28479,HTTPS,8237,3598,4,33,IOT device,32.92451443,82.53741984,10.8443301,22828,Android,inactive,368.4816872,2.144850144,470.9337748,3998.247613,high,disabled,v9.8.7,2/3/2019,0,None
